"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-UK","UPDATE-UK","CURRENT-Trustwords","UPDATE-Trustwords","CURRENT-English Fluency","UPDATE-English Fluency","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A2XO8WNVUVQVW8","https://master-requester.mturk.com/workers/A2XO8WNVUVQVW8","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2XQ3P6M9NZNYB","https://master-requester.mturk.com/workers/A2XQ3P6M9NZNYB","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2XZR9709N0GVA","https://master-requester.mturk.com/workers/A2XZR9709N0GVA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2Y344XH3UDJ9B","https://master-requester.mturk.com/workers/A2Y344XH3UDJ9B","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A2Y7NZTGSFC8FY","https://master-requester.mturk.com/workers/A2Y7NZTGSFC8FY","1","1","100.00%","1","1","100.00%","1","1","100.00%","1","","","","","","Never Blocked","",""
"A2YE2I9DYV9OKW","https://master-requester.mturk.com/workers/A2YE2I9DYV9OKW","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2YE7NBCK14VAQ","https://master-requester.mturk.com/workers/A2YE7NBCK14VAQ","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2YG946XZ2OG2R","https://master-requester.mturk.com/workers/A2YG946XZ2OG2R","2","1","50.00%","2","1","50.00%","2","1","50.00%","","","","","1","","Never Blocked","",""
"A2YJZYTC8WOIZT","https://master-requester.mturk.com/workers/A2YJZYTC8WOIZT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2YK27PT866YXE","https://master-requester.mturk.com/workers/A2YK27PT866YXE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2YLF7L8H2LYU7","https://master-requester.mturk.com/workers/A2YLF7L8H2LYU7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2YQ2RNOK49TY0","https://master-requester.mturk.com/workers/A2YQ2RNOK49TY0","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A2YTGHCG4PJKYW","https://master-requester.mturk.com/workers/A2YTGHCG4PJKYW","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A2YTTNEX6T1W1W","https://master-requester.mturk.com/workers/A2YTTNEX6T1W1W","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2YYQJ3JWA2KGD","https://master-requester.mturk.com/workers/A2YYQJ3JWA2KGD","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A2Z03W0OORZLU8","https://master-requester.mturk.com/workers/A2Z03W0OORZLU8","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A2Z8V9A1E4N3ND","https://master-requester.mturk.com/workers/A2Z8V9A1E4N3ND","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A2ZGRB5DEGOG9C","https://master-requester.mturk.com/workers/A2ZGRB5DEGOG9C","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A2ZHBE1Q1VB54F","https://master-requester.mturk.com/workers/A2ZHBE1Q1VB54F","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A2ZJCKF0C8ZIZB","https://master-requester.mturk.com/workers/A2ZJCKF0C8ZIZB","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A300NSYGWVGOMM","https://master-requester.mturk.com/workers/A300NSYGWVGOMM","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A301K9WNOGYXYG","https://master-requester.mturk.com/workers/A301K9WNOGYXYG","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A306XHZ4SSZN23","https://master-requester.mturk.com/workers/A306XHZ4SSZN23","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A30BPQ2QGZOXN8","https://master-requester.mturk.com/workers/A30BPQ2QGZOXN8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A30MP4LXV4MIFD","https://master-requester.mturk.com/workers/A30MP4LXV4MIFD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A30NX5HEQGGFPP","https://master-requester.mturk.com/workers/A30NX5HEQGGFPP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A30WRSVHIK1KYW","https://master-requester.mturk.com/workers/A30WRSVHIK1KYW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3104SZBKEKVFM","https://master-requester.mturk.com/workers/A3104SZBKEKVFM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A312HQ3OU0EYTB","https://master-requester.mturk.com/workers/A312HQ3OU0EYTB","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A315MKF7HQXDJ","https://master-requester.mturk.com/workers/A315MKF7HQXDJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A31681CCEVDIH3","https://master-requester.mturk.com/workers/A31681CCEVDIH3","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A317GC1UBNPWH1","https://master-requester.mturk.com/workers/A317GC1UBNPWH1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A31BFQ3V5CLBGH","https://master-requester.mturk.com/workers/A31BFQ3V5CLBGH","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A31CQ2BUTMPXCT","https://master-requester.mturk.com/workers/A31CQ2BUTMPXCT","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A31FJU5XX3DTB0","https://master-requester.mturk.com/workers/A31FJU5XX3DTB0","1","0","0.00%","1","0","0.00%","1","0","0.00%","","","","","","","Never Blocked","",""
"A31GY5ZF9Q8Z3J","https://master-requester.mturk.com/workers/A31GY5ZF9Q8Z3J","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A31JQOYKAKHQTW","https://master-requester.mturk.com/workers/A31JQOYKAKHQTW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A31L5H1AOWJLV1","https://master-requester.mturk.com/workers/A31L5H1AOWJLV1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A31T2J8BQLV1PB","https://master-requester.mturk.com/workers/A31T2J8BQLV1PB","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A31XT6RPLN6359","https://master-requester.mturk.com/workers/A31XT6RPLN6359","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A321UTTHJSC5PO","https://master-requester.mturk.com/workers/A321UTTHJSC5PO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A324M5ZRHX7RUV","https://master-requester.mturk.com/workers/A324M5ZRHX7RUV","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A325NE3Y4IS3UC","https://master-requester.mturk.com/workers/A325NE3Y4IS3UC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A326O3VWP8TO8N","https://master-requester.mturk.com/workers/A326O3VWP8TO8N","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3285DPCS1GT0U","https://master-requester.mturk.com/workers/A3285DPCS1GT0U","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A32U64W0S9PUA3","https://master-requester.mturk.com/workers/A32U64W0S9PUA3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A32UQVR725KLTX","https://master-requester.mturk.com/workers/A32UQVR725KLTX","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A32ZYPHPCH5W70","https://master-requester.mturk.com/workers/A32ZYPHPCH5W70","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A330FMI751KNPC","https://master-requester.mturk.com/workers/A330FMI751KNPC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A331DCVJUJY9GG","https://master-requester.mturk.com/workers/A331DCVJUJY9GG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A336GQ1NDUOWCX","https://master-requester.mturk.com/workers/A336GQ1NDUOWCX","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A33BWVBRPI2G3U","https://master-requester.mturk.com/workers/A33BWVBRPI2G3U","3","3","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A33ID1IQW7QIQ4","https://master-requester.mturk.com/workers/A33ID1IQW7QIQ4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A33PQXKQHFVF3V","https://master-requester.mturk.com/workers/A33PQXKQHFVF3V","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A33S60LF9CO9EH","https://master-requester.mturk.com/workers/A33S60LF9CO9EH","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A33XO1M9DNX8Z9","https://master-requester.mturk.com/workers/A33XO1M9DNX8Z9","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3463QTWBGNLUW","https://master-requester.mturk.com/workers/A3463QTWBGNLUW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3487U0593RXL7","https://master-requester.mturk.com/workers/A3487U0593RXL7","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A34DWBBWZRLO1X","https://master-requester.mturk.com/workers/A34DWBBWZRLO1X","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A34LDFLYVYTAH4","https://master-requester.mturk.com/workers/A34LDFLYVYTAH4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A34OBJP7DD6MWZ","https://master-requester.mturk.com/workers/A34OBJP7DD6MWZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A34QVV6QUHYMST","https://master-requester.mturk.com/workers/A34QVV6QUHYMST","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A34U65Z22XD87Q","https://master-requester.mturk.com/workers/A34U65Z22XD87Q","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A34Y00EAWB242M","https://master-requester.mturk.com/workers/A34Y00EAWB242M","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A350DLSKGD80NL","https://master-requester.mturk.com/workers/A350DLSKGD80NL","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3514U4P8EPD7T","https://master-requester.mturk.com/workers/A3514U4P8EPD7T","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3542PB4Z0NE80","https://master-requester.mturk.com/workers/A3542PB4Z0NE80","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A35BY30TC8WCL4","https://master-requester.mturk.com/workers/A35BY30TC8WCL4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A35HP4O42TDQAQ","https://master-requester.mturk.com/workers/A35HP4O42TDQAQ","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A35IC1FM8Z0E2W","https://master-requester.mturk.com/workers/A35IC1FM8Z0E2W","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A35K3A0S5Y77S3","https://master-requester.mturk.com/workers/A35K3A0S5Y77S3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A35M2SKP5AJGFI","https://master-requester.mturk.com/workers/A35M2SKP5AJGFI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A35Q0ZG3C7ZFP","https://master-requester.mturk.com/workers/A35Q0ZG3C7ZFP","2","2","100.00%","2","2","100.00%","1","1","100.00%","1","","","","","","Never Blocked","",""
"A35UOR07SAT5IY","https://master-requester.mturk.com/workers/A35UOR07SAT5IY","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A35X2QXIS7N1W1","https://master-requester.mturk.com/workers/A35X2QXIS7N1W1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A35XEH41SH78CO","https://master-requester.mturk.com/workers/A35XEH41SH78CO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A35ZVO654GOBP5","https://master-requester.mturk.com/workers/A35ZVO654GOBP5","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3615QP725TYF1","https://master-requester.mturk.com/workers/A3615QP725TYF1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A365H1OJMQ43F9","https://master-requester.mturk.com/workers/A365H1OJMQ43F9","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A365ND5ABIQJ9M","https://master-requester.mturk.com/workers/A365ND5ABIQJ9M","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3668ILH639EOS","https://master-requester.mturk.com/workers/A3668ILH639EOS","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A367P88M541M9F","https://master-requester.mturk.com/workers/A367P88M541M9F","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A369C10QY0V24K","https://master-requester.mturk.com/workers/A369C10QY0V24K","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A369K7I5SXBPNC","https://master-requester.mturk.com/workers/A369K7I5SXBPNC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A36F0LE7SWPASH","https://master-requester.mturk.com/workers/A36F0LE7SWPASH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A36IYIE23IO4HE","https://master-requester.mturk.com/workers/A36IYIE23IO4HE","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A36J8HOHIY43PR","https://master-requester.mturk.com/workers/A36J8HOHIY43PR","1","0","0.00%","1","0","0.00%","1","0","0.00%","","","","","","","Never Blocked","",""
"A36O6HP64YFT2Y","https://master-requester.mturk.com/workers/A36O6HP64YFT2Y","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A36UNYMDBED99W","https://master-requester.mturk.com/workers/A36UNYMDBED99W","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A36UZHVNGAP6R6","https://master-requester.mturk.com/workers/A36UZHVNGAP6R6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A36WCAXXCHDUXL","https://master-requester.mturk.com/workers/A36WCAXXCHDUXL","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A36WMK9XR6NT3N","https://master-requester.mturk.com/workers/A36WMK9XR6NT3N","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A372RONRIOLZM4","https://master-requester.mturk.com/workers/A372RONRIOLZM4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3769L9B3L46US","https://master-requester.mturk.com/workers/A3769L9B3L46US","2","1","50.00%","2","1","50.00%","2","1","50.00%","","","1","","1","","Never Blocked","",""
"A3774HPOUKYTX7","https://master-requester.mturk.com/workers/A3774HPOUKYTX7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Blocked","",""
"A37AWU2VH1ZIXX","https://master-requester.mturk.com/workers/A37AWU2VH1ZIXX","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A37DTVGS7RX6AG","https://master-requester.mturk.com/workers/A37DTVGS7RX6AG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A37J4P6DFUQ2EV","https://master-requester.mturk.com/workers/A37J4P6DFUQ2EV","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A37JENVKZQ56U6","https://master-requester.mturk.com/workers/A37JENVKZQ56U6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A37LZED187CKU3","https://master-requester.mturk.com/workers/A37LZED187CKU3","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A37PIUFK0S7FGQ","https://master-requester.mturk.com/workers/A37PIUFK0S7FGQ","3","3","100.00%","3","3","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A37Y6GW1NY78VT","https://master-requester.mturk.com/workers/A37Y6GW1NY78VT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A37YR05PEG07FC","https://master-requester.mturk.com/workers/A37YR05PEG07FC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3822BB341LIB2","https://master-requester.mturk.com/workers/A3822BB341LIB2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A384NWIOF1CATC","https://master-requester.mturk.com/workers/A384NWIOF1CATC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A38A872JJNO9JR","https://master-requester.mturk.com/workers/A38A872JJNO9JR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A38EMARW218692","https://master-requester.mturk.com/workers/A38EMARW218692","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A392P0FWKH692Q","https://master-requester.mturk.com/workers/A392P0FWKH692Q","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A397J2CV0YIDT3","https://master-requester.mturk.com/workers/A397J2CV0YIDT3","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A397S8B9VENMD7","https://master-requester.mturk.com/workers/A397S8B9VENMD7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A398314K634BWV","https://master-requester.mturk.com/workers/A398314K634BWV","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A39AYLC0B7QJMN","https://master-requester.mturk.com/workers/A39AYLC0B7QJMN","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A39C210BKD7YNN","https://master-requester.mturk.com/workers/A39C210BKD7YNN","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A39MASTIRVKS6Z","https://master-requester.mturk.com/workers/A39MASTIRVKS6Z","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A39MKVROUZ1UWR","https://master-requester.mturk.com/workers/A39MKVROUZ1UWR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A39PBLZA398C99","https://master-requester.mturk.com/workers/A39PBLZA398C99","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3A0VPWPASCO9J","https://master-requester.mturk.com/workers/A3A0VPWPASCO9J","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3A25CH1RH2QMD","https://master-requester.mturk.com/workers/A3A25CH1RH2QMD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A3A3FM8FSXD16K","https://master-requester.mturk.com/workers/A3A3FM8FSXD16K","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","","","Never Blocked","",""
"A3A5XALUBPQBCD","https://master-requester.mturk.com/workers/A3A5XALUBPQBCD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3A6A30JN4KOTG","https://master-requester.mturk.com/workers/A3A6A30JN4KOTG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3A6UM3O4X5VHU","https://master-requester.mturk.com/workers/A3A6UM3O4X5VHU","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A3ADP5EDYSB9HD","https://master-requester.mturk.com/workers/A3ADP5EDYSB9HD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3ADQ2RLQNJQDU","https://master-requester.mturk.com/workers/A3ADQ2RLQNJQDU","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3AHVAXQRWGG7P","https://master-requester.mturk.com/workers/A3AHVAXQRWGG7P","1","0","0.00%","1","0","0.00%","1","0","0.00%","","","","","","","Never Blocked","",""
"A3ALU3V74HQ0P2","https://master-requester.mturk.com/workers/A3ALU3V74HQ0P2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3ANB70V6WYOZY","https://master-requester.mturk.com/workers/A3ANB70V6WYOZY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3APMO8WXVH1V0","https://master-requester.mturk.com/workers/A3APMO8WXVH1V0","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A3AS6HVPF2TQ59","https://master-requester.mturk.com/workers/A3AS6HVPF2TQ59","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3ATOX7LR6RKZA","https://master-requester.mturk.com/workers/A3ATOX7LR6RKZA","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A3AY0315YWWNXY","https://master-requester.mturk.com/workers/A3AY0315YWWNXY","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"A3B9OZQTE4US3T","https://master-requester.mturk.com/workers/A3B9OZQTE4US3T","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3BFMY5OX2WMUW","https://master-requester.mturk.com/workers/A3BFMY5OX2WMUW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3BH9LOU9KV6T0","https://master-requester.mturk.com/workers/A3BH9LOU9KV6T0","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3BJCFSYT1GPJ3","https://master-requester.mturk.com/workers/A3BJCFSYT1GPJ3","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3BJTC39BU7R4V","https://master-requester.mturk.com/workers/A3BJTC39BU7R4V","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3BKBBXB3IWUEV","https://master-requester.mturk.com/workers/A3BKBBXB3IWUEV","1","0","0.00%","1","0","0.00%","1","0","0.00%","","","","","","","Never Blocked","",""
"A3BLJ6QSDTZC9U","https://master-requester.mturk.com/workers/A3BLJ6QSDTZC9U","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3BOYAHBPSMN3I","https://master-requester.mturk.com/workers/A3BOYAHBPSMN3I","1","0","0.00%","1","0","0.00%","1","0","0.00%","","","","","","","Never Blocked","",""
"A3BP890CXV4UMN","https://master-requester.mturk.com/workers/A3BP890CXV4UMN","2","1","50.00%","2","1","50.00%","2","1","50.00%","","","","","1","","Never Blocked","",""
"A3BVANVWRMZUDX","https://master-requester.mturk.com/workers/A3BVANVWRMZUDX","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","","","Never Blocked","",""
"A3BVHM1M55HIT3","https://master-requester.mturk.com/workers/A3BVHM1M55HIT3","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3BX06N0ZZTPJY","https://master-requester.mturk.com/workers/A3BX06N0ZZTPJY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3C0NQ2IP5FTZQ","https://master-requester.mturk.com/workers/A3C0NQ2IP5FTZQ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3CBN6Y98YGAHZ","https://master-requester.mturk.com/workers/A3CBN6Y98YGAHZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3CE0DWC317EUZ","https://master-requester.mturk.com/workers/A3CE0DWC317EUZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3CMWYLWMENHLZ","https://master-requester.mturk.com/workers/A3CMWYLWMENHLZ","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3CNCBUNWS6Z2U","https://master-requester.mturk.com/workers/A3CNCBUNWS6Z2U","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3CTBNLVJHR1NJ","https://master-requester.mturk.com/workers/A3CTBNLVJHR1NJ","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3CTW7XNQ7K1HC","https://master-requester.mturk.com/workers/A3CTW7XNQ7K1HC","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"A3CURWAIS909NI","https://master-requester.mturk.com/workers/A3CURWAIS909NI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3CXK1KSRGU27V","https://master-requester.mturk.com/workers/A3CXK1KSRGU27V","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A3CYTZA5TWSGKD","https://master-requester.mturk.com/workers/A3CYTZA5TWSGKD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A3D1LWE95GQWM3","https://master-requester.mturk.com/workers/A3D1LWE95GQWM3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
